dPddzcrit,WaveHeightsWbW,WavePeriodsWbW,HoverhWbW,dPddt_W,dPddz_WM,dPddz_W,,,,,,,S_W,hW,PercentLiq_Hh,,,,,PercentLiq_S,,,,dPddt_WO,dPddt_WN,dPddt_WON,S_WO
1.84,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.44085,8.5752,14.4109,13.0734,32.716,0.69324,10.2663,23.6256,33.3333,NaN,NaN,NaN,NaN
2.37,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,0.2939,10.8839,17.1373,17.4312,31.4815,1.2132,13.9467,22.2883,39.3939,NaN,NaN,NaN,NaN
,0.71225,12.9049,0.57613,0.92899,1.3462,1.5534,1.6399,1.6635,1.3462,1.1773,1.2804,1.0844,0.16536,1.2363,,,,,,,,,,0.17339,5.3578,1,0.03018
,0.65788,15.169,0.55724,1.346,1.3971,2.1601,1.6988,1.942,1.3971,1.3732,1.281,1.2363,0.23557,1.1806,,,,,,,,,,0.13625,9.8792,1,0.024268
,0.72379,14.3765,0.60119,0.90273,1.3303,1.4331,1.7019,2.4559,1.3303,1.2121,1.2239,1.0679,0.15926,1.2039,,,,,,,,,,0.15817,5.7075,1,0.027897
,0.67844,8.8297,0.52867,0.63372,1.2189,1.4748,1.6828,2.3557,1.2189,1.1972,1.1505,1.0292,0.11274,1.2833,,,,,,,,,,0.24139,2.6253,1,0.041238
,0.84766,11.0371,0.78089,1.4141,1.3907,1.5465,1.7067,2.5005,1.3907,1.3722,1.3245,1.1084,0.25061,1.0855,,,,,,,,,,0.24128,5.8609,1,0.044817
,0.455,11.7729,0.39833,0.43979,1.2571,1.4808,1.7322,1.5123,1.2571,1.0818,1.1674,1.0364,0.078,1.1423,,,,,,,,,,0.12142,3.6222,1,0.021986
,0.30982,8.6033,0.24353,0.25746,1.1616,1.4003,1.694,1.3739,1.1616,0.98239,1.1473,1.026,0.045623,1.2722,,,,,,,,,,0.11313,2.2758,1,0.019412
,0.58286,15.6218,0.47602,0.61762,1.3126,1.8886,1.6574,1.794,1.2809,1.3126,1.2103,1.0442,0.11009,1.2245,,,,,,,,,,0.11722,5.2691,1,0.0205
,0.80133,10.5843,0.69148,1.1049,1.3,1.4619,1.7322,1.7065,1.3,1.2877,1.2414,1.0714,0.19436,1.1589,,,,,,,,,,0.23785,4.6456,1,0.042759
,0.71798,15.5086,0.62018,1.0496,1.3673,1.7454,1.6606,1.7287,1.2809,1.3673,1.2245,1.0669,0.18379,1.1577,,,,,,,,,,0.14544,7.2165,1,0.02616
,0.39005,10.5277,0.30926,0.32805,1.1966,1.4122,1.6701,1.3007,1.1966,1.0043,1.1356,1.0247,0.057795,1.2612,,,,,,,,,,0.11639,2.8184,1,0.020058
,0.66212,8.9429,0.50792,0.81797,1.2905,1.4371,1.7322,2.5403,1.2905,1.2052,1.2226,1.0653,0.14297,1.3036,,,,,,,,,,0.2326,3.5167,1,0.039426
,0.79595,12.1691,0.66612,0.94191,1.343,1.7702,1.694,2.6469,1.343,1.2678,1.2297,1.0617,0.16282,1.1949,,,,,,,,,,0.20548,4.5839,1,0.036379
,0.67546,15.3388,0.53495,0.58926,1.3621,1.4271,1.6526,1.5633,1.3621,1.1385,1.1557,1.024,0.10233,1.2627,,,,,,,,,,0.13834,4.2594,1,0.023827
,0.7573,13.5841,0.60367,0.8538,1.3032,1.5554,1.8086,1.7574,1.3032,1.1912,1.2284,1.0607,0.14839,1.2545,,,,,,,,,,0.17514,4.875,1,0.030262
,0.33582,15.9048,0.27162,0.22431,1.1632,1.4261,1.6988,1.3134,1.1632,0.97443,1.12,1.0195,0.038597,1.2364,,,,,,,,,,0.066334,3.3815,1,0.011545
,0.30016,10.4711,0.24271,0.22623,1.1902,1.4052,1.5746,1.2991,1.1902,0.99432,1.1408,1.0224,0.039138,1.2367,,,,,,,,,,0.090056,2.5121,1,0.015672
,0.52111,8.0373,0.39426,0.56657,1.4369,1.4818,1.8452,1.576,1.4369,1.1534,1.1947,1.0455,0.098839,1.3218,,,,,,,,,,0.20369,2.7815,1,0.034288
,0.64641,14.1501,0.53205,0.77906,1.4035,1.4918,1.7926,1.5617,1.4035,1.1793,1.2388,1.0591,0.13609,1.2149,,,,,,,,,,0.14352,5.4284,1,0.025198
,0.7413,9.2259,0.62527,1.194,1.3621,1.5385,1.8674,1.8306,1.3621,1.2081,1.2869,1.0912,0.20825,1.1856,,,,,,,,,,0.25243,4.7299,1,0.044866
,0.48973,8.4901,0.39337,0.34198,1.2953,1.439,1.6876,1.7526,1.2953,1.1147,1.1778,1.0455,0.059566,1.245,,,,,,,,,,0.18122,1.8871,1,0.031431
,0.70604,13.2445,0.55379,1.0648,1.3669,1.4828,1.6717,1.5505,1.3669,1.1982,1.2979,1.0883,0.18396,1.2749,,,,,,,,,,0.16747,6.3579,1,0.028704
,0.69393,10.2447,0.5706,0.91333,1.5451,1.4351,1.6717,2.1504,1.5451,1.1584,1.2615,1.0695,0.15711,1.2161,,,,,,,,,,0.2128,4.292,1,0.037344
,0.40695,10.0749,0.31869,0.34914,1.2873,1.4311,1.7592,1.5442,1.2873,1.2559,1.1492,1.0227,0.060147,1.2769,,,,,,,,,,0.1269,2.7514,1,0.021732
,0.38718,11.3201,0.31456,0.3482,1.2539,1.4122,1.7179,1.5489,1.2539,0.98338,1.1337,1.0182,0.060286,1.2309,,,,,,,,,,0.10745,3.2405,1,0.018744
,0.36791,7.1883,0.26953,0.19098,1.1674,1.3903,1.6892,1.5012,1.16,1.045,1.1674,1.0364,0.032988,1.365,,,,,,,,,,0.1608,1.1877,1,0.026635
,0.61805,11.2635,0.49611,0.96626,1.3303,1.5087,1.7401,2.2697,1.3303,1.1952,1.3063,1.0854,0.1663,1.2458,,,,,,,,,,0.17238,5.6053,1,0.02989
,0.60892,9.1693,0.51008,0.713,1.2412,1.4659,1.6844,1.7256,1.2412,1.1087,1.2408,1.0646,0.12294,1.1938,,,,,,,,,,0.20863,3.4176,1,0.036954
,0.46153,9.5655,0.36954,0.25685,1.1982,1.4281,1.694,1.3882,1.1982,1.0838,1.1434,1.0344,0.044348,1.2489,,,,,,,,,,0.15158,1.6945,1,0.026249
,0.67157,7.9241,0.51565,0.80492,1.2921,1.5057,1.6653,1.576,1.2921,1.1455,1.2628,1.0753,0.14027,1.3024,,,,,,,,,,0.26625,3.0231,1,0.045151
,0.31722,16.2444,0.25702,0.2118,1.238,1.3893,1.7624,1.2577,1.238,1.1057,1.1707,1.0292,0.036839,1.2342,,,,,,,,,,0.061348,3.4523,1,0.010687
,0.62428,17.2066,0.5192,0.58783,1.3844,1.5703,1.7879,1.8051,1.3844,1.3305,1.2135,1.0532,0.10237,1.2024,,,,,,,,,,0.11398,5.1572,1,0.020117
,0.66867,21.678,0.54248,0.8316,1.4339,1.5345,1.7401,1.6905,1.4289,1.4339,1.2934,1.0915,0.14462,1.2326,,,,,,,,,,0.096903,8.5817,1,0.016892
,0.46438,10.5843,0.3528,0.43562,1.3048,1.4371,1.6669,1.6396,1.3048,1.2778,1.196,1.0409,0.075222,1.3163,,,,,,,,,,0.13784,3.1604,1,0.023251
,0.67796,17.15,0.54496,0.60936,1.5228,1.5584,1.8945,2.2204,1.5228,1.41,1.1791,1.0403,0.10547,1.2441,,,,,,,,,,0.12419,4.9067,1,0.021548
,0.68823,8.0373,0.53979,1.0848,1.3713,1.4788,1.8563,1.6062,1.2396,1.1654,1.3713,1.126,0.18846,1.275,,,,,,,,,,0.26901,4.0326,1,0.046107
,0.88774,18.0556,0.71926,1.4076,1.771,1.6618,1.9008,2.4336,1.771,1.2976,1.2953,1.0792,0.24284,1.2342,,,,,,,,,,0.15446,9.1126,1,0.026907
,0.71522,14.9992,0.57491,0.71696,1.4926,1.4381,1.8595,2.2077,1.4926,1.3494,1.1953,1.0438,0.12346,1.2441,,,,,,,,,,0.1498,4.786,1,0.025993
,0.33639,9.8485,0.265,0.21212,1.1807,1.4271,1.7863,1.175,1.1807,0.99631,1.1246,1.0156,0.036498,1.2694,,,,,,,,,,0.1073,1.9768,1,0.018432
,0.66074,12.3955,0.52052,0.7145,1.5194,1.5286,1.9072,2.483,1.2268,1.5194,1.1947,1.039,0.12404,1.2694,,,,,,,,,,0.16746,4.2666,1,0.028765
,0.86219,8.8863,0.69032,1.4933,1.964,1.5693,1.8261,2.4432,1.3366,1.964,1.307,1.0857,0.25713,1.249,,,,,,,,,,0.30481,4.8992,1,0.052784
,0.33183,24.508,0.26339,0.20901,1.2284,1.3943,1.8117,1.2036,1.2284,1.0411,1.146,1.0195,0.035769,1.2599,,,,,,,,,,0.042537,4.9136,1,0.0073341
,0.65085,12.9615,0.46613,0.51632,1.6984,1.5405,1.8101,1.7717,1.5292,1.6984,1.1207,1.0192,0.087894,1.3963,,,,,,,,,,0.15775,3.273,1,0.025836
,0.69473,13.1313,0.56625,1.2459,1.3159,1.449,1.8292,1.5219,1.3159,1.2091,1.3148,1.098,0.209,1.2269,,,,,,,,,,0.16621,7.4961,1,0.02904
,0.74352,15.3388,0.56172,0.73037,1.4369,1.63,1.8149,1.6921,1.4369,1.4259,1.2187,1.0494,0.12373,1.3237,,,,,,,,,,0.15228,4.7961,1,0.025616
,0.36486,10.3579,0.26901,0.27285,1.1918,1.3605,1.7751,1.2005,1.1918,0.95554,1.1194,1.0078,0.046716,1.3563,,,,,,,,,,0.11066,2.4655,1,0.01839
,0.6035,9.4523,0.47862,0.75259,1.6169,1.5823,1.8595,1.6699,1.3128,1.6169,1.2213,1.05,0.12857,1.2609,,,,,,,,,,0.20058,3.7521,1,0.034569
,0.68379,10.3013,0.56193,0.69303,1.5339,1.5067,1.8388,1.5123,1.5339,1.1534,1.2161,1.0562,0.11817,1.2169,,,,,,,,,,0.20854,3.3233,1,0.036585
,0.43051,11.3201,0.33311,0.21031,1.1966,1.3674,1.7974,1.4312,1.1966,1.1435,1.1421,1.0182,0.036,1.2924,,,,,,,,,,0.11948,1.7603,1,0.020339
,0.39541,15.9048,0.3048,0.28806,1.23,1.4052,1.8149,1.288,1.23,1.0271,1.1337,1.013,0.049364,1.2973,,,,,,,,,,0.078104,3.6882,1,0.013271
,0.24697,8.0373,0.19165,0.16424,1.1616,1.3605,1.7895,1.2259,1.1616,0.9625,1.1246,1.0114,0.027996,1.2887,,,,,,,,,,0.096537,1.7013,1,0.016457
,0.53306,12.1691,0.4232,0.53508,1.3086,1.444,1.8181,1.6603,1.273,1.3086,1.2018,1.0409,0.090472,1.2596,,,,,,,,,,0.13761,3.8883,1,0.02373
,0.61593,19.7536,0.45848,0.53512,1.4942,1.4003,1.7529,1.7256,1.4942,1.4657,1.1408,1.0182,0.090378,1.3434,,,,,,,,,,0.097957,5.4629,1,0.016356
,0.44299,11.4899,0.33545,0.24977,1.2189,1.4331,1.7831,1.3644,1.2189,0.99731,1.17,1.0292,0.041955,1.3206,,,,,,,,,,0.12112,2.0621,1,0.020398
,0.32665,31.0737,0.24441,0.13108,1.1823,1.3625,1.7688,1.1989,1.1823,0.92272,1.1298,1.0104,0.022035,1.3365,,,,,,,,,,0.033024,3.9692,1,0.0055284
,0.36131,7.9807,0.27959,0.27241,1.1918,1.3873,1.7926,1.3166,1.1918,0.94758,1.1421,1.0208,0.045666,1.2923,,,,,,,,,,0.14223,1.9153,1,0.024213
,0.38555,14.4897,0.28894,0.23831,1.1855,1.3774,1.7656,1.2084,1.1855,0.95056,1.1395,1.0182,0.040168,1.3344,,,,,,,,,,0.083592,2.8508,1,0.014005
,0.70871,14.1501,0.53702,0.84005,1.5244,1.445,1.7751,1.7526,1.335,1.5244,1.2226,1.0474,0.1418,1.3197,,,,,,,,,,0.15735,5.3388,1,0.026507
,0.75458,13.3577,0.58126,0.97833,1.3987,1.6002,1.807,1.7828,1.3987,1.2817,1.2882,1.0854,0.1635,1.2982,,,,,,,,,,0.17747,5.5127,1,0.030144
,0.29989,15.2822,0.22621,0.22391,1.2046,1.3684,1.7831,1.2084,1.2046,0.93067,1.1402,1.0156,0.037511,1.3258,,,,,,,,,,0.06165,3.6319,1,0.010362
,0.26686,8.9429,0.18729,0.17477,1.1552,1.3615,1.7322,1.2148,1.1552,0.93067,1.1012,1.0055,0.02937,1.4249,,,,,,,,,,0.093748,1.8643,1,0.015199
,0.57529,8.4901,0.43158,0.50269,1.3653,1.4729,1.7926,1.6317,1.3653,1.1017,1.1817,1.0289,0.084358,1.333,,,,,,,,,,0.21287,2.3615,1,0.035683
,0.3335,19.8668,0.25566,0.19421,1.2093,1.3943,1.756,1.2036,1.2093,0.98736,1.1447,1.0195,0.032479,1.3045,,,,,,,,,,0.052738,3.6826,1,0.008936
,0.47555,13.0181,0.34488,0.3564,1.3096,1.4381,1.7449,1.3914,1.3096,1.1564,1.1213,1.0201,0.060104,1.3789,,,,,,,,,,0.11476,3.1056,1,0.018914
,0.48844,13.8105,0.36631,0.27158,1.2396,1.4162,1.8388,1.3564,1.2396,1.1067,1.1453,1.0175,0.04561,1.3334,,,,,,,,,,0.11111,2.4443,1,0.018621
,0.78577,22.3006,0.60734,0.71187,1.588,1.6499,1.8292,1.7446,1.588,1.5841,1.2265,1.0526,0.11993,1.2938,,,,,,,,,,0.1107,6.4309,1,0.018834
,0.73183,13.2445,0.56205,0.68204,1.7169,1.8587,1.8133,1.8401,1.7169,1.2927,1.2343,1.0607,0.11531,1.3021,,,,,,,,,,0.17359,3.929,1,0.029441
,0.40553,7.5279,0.30051,0.2568,1.37,1.4957,1.7513,1.3707,1.37,1.0252,1.1544,1.0136,0.043329,1.3495,,,,,,,,,,0.16924,1.5174,1,0.028194
,0.58751,8.3769,0.44381,0.65898,1.3891,1.4241,1.756,1.759,1.3891,1.1664,1.2538,1.0636,0.11106,1.3238,,,,,,,,,,0.22034,2.9908,1,0.037061
,0.80211,9.6787,0.60784,1.1128,1.4226,1.4729,1.7656,1.7287,1.4226,1.2509,1.2486,1.0656,0.18655,1.3196,,,,,,,,,,0.26036,4.2742,1,0.043862
,0.52992,21.9044,0.40423,0.32044,1.2793,1.452,1.756,1.3564,1.2793,1.1753,1.1726,1.0399,0.053849,1.3109,,,,,,,,,,0.076003,4.2162,1,0.012846
,0.8443,13.0181,0.60712,0.90843,1.4737,1.623,1.7035,1.4726,1.3366,1.4737,1.2005,1.0487,0.15276,1.3907,,,,,,,,,,0.20375,4.4585,1,0.033438
,0.81047,7.8675,0.64288,1.4422,1.3191,1.4142,1.7783,1.5123,1.3191,1.2618,1.2836,1.0838,0.24107,1.2607,,,,,,,,,,0.32363,4.4564,1,0.055782
,0.88736,19.9234,0.67808,1.2676,1.4655,1.7245,1.721,1.5998,1.4655,1.2976,1.2239,1.0662,0.21101,1.3086,,,,,,,,,,0.13992,9.0595,1,0.023671
,0.81698,8.8297,0.5936,1.038,1.3032,1.5206,1.6542,1.8131,1.3032,1.2469,1.2375,1.074,0.17335,1.3763,,,,,,,,,,0.29068,3.5709,1,0.047952
,0.51559,11.7163,0.36782,0.41776,1.2984,1.455,1.7369,1.3437,1.2984,1.0779,1.1168,1.0149,0.070189,1.4017,,,,,,,,,,0.13825,3.0218,1,0.022598
,0.44672,12.9049,0.33292,0.28093,1.2778,1.4231,1.7513,1.3898,1.2778,1.1544,1.1174,1.0182,0.046836,1.3418,,,,,,,,,,0.10875,2.5833,1,0.018169
,0.85336,16.0746,0.65885,0.97171,1.3541,1.992,1.7035,1.4726,1.3541,1.3275,1.2466,1.0766,0.16228,1.2952,,,,,,,,,,0.16678,5.8263,1,0.028361
,0.84745,9.7919,0.62676,1.3095,1.2825,1.5455,1.6908,1.611,1.2825,1.241,1.2823,1.0851,0.21929,1.3521,,,,,,,,,,0.27189,4.8163,1,0.045252
,0.37522,10.0749,0.28368,0.34858,1.1998,1.3853,1.764,1.3118,1.1998,1.0261,1.1239,1.0195,0.05814,1.3227,,,,,,,,,,0.117,2.9793,1,0.019688
,0.39179,11.1503,0.2803,0.25971,1.2412,1.447,1.7529,1.2784,1.2412,1.0291,1.1389,1.026,0.043068,1.3977,,,,,,,,,,0.11039,2.3527,1,0.01807
,0.65806,13.4709,0.47828,0.56224,1.2873,1.456,1.7051,1.7224,1.2873,1.0361,1.1577,1.0208,0.093481,1.3759,,,,,,,,,,0.15347,3.6636,1,0.02532
,0.64058,12.7917,0.49243,0.65861,1.3112,1.5266,1.7545,1.5044,1.3112,1.1902,1.2382,1.0591,0.10941,1.3009,,,,,,,,,,0.15732,4.1863,1,0.026695
,0.53959,9.7353,0.3903,0.36994,1.2252,1.3983,1.7385,1.2752,1.2252,1.044,1.109,1.0136,0.061789,1.3825,,,,,,,,,,0.17413,2.1246,1,0.02866
,0.44695,8.2071,0.32165,0.41706,1.2189,1.4301,1.7274,1.3866,1.2189,1.1147,1.1726,1.0334,0.06983,1.3896,,,,,,,,,,0.17109,2.4377,1,0.028089
,0.55198,14.7727,0.42286,0.51166,1.3287,1.4798,1.772,1.4901,1.3287,1.0749,1.1577,1.0341,0.085328,1.3053,,,,,,,,,,0.11738,4.3588,1,0.019884
,0.37822,9.0561,0.28401,0.31544,1.1544,1.4022,1.7274,1.2737,1.1505,0.9436,1.1544,1.0273,0.052468,1.3317,,,,,,,,,,0.13121,2.4042,1,0.022004
,0.63357,12.7351,0.46105,0.62747,1.273,1.4798,1.7067,1.4741,1.273,1.0868,1.1882,1.05,0.10446,1.3742,,,,,,,,,,0.15629,4.0147,1,0.025803
,0.36887,11.1503,0.26538,0.24622,1.2046,1.3973,1.729,1.2768,1.2046,1.0013,1.109,1.0162,0.040437,1.39,,,,,,,,,,0.10393,2.3691,1,0.01706
,0.57383,8.6599,0.41105,0.44499,1.3414,1.452,1.7751,1.4726,1.3414,1.0789,1.1252,1.0247,0.073152,1.396,,,,,,,,,,0.20817,2.1376,1,0.034097
,0.5981,16.2444,0.42467,0.57735,1.2968,1.4589,1.7099,1.4041,1.2968,1.1415,1.1999,1.0451,0.095566,1.4084,,,,,,,,,,0.11567,4.9914,1,0.018863
,0.87533,9.2259,0.64806,1.2498,1.3907,1.4987,1.8817,1.9483,1.3907,1.236,1.2791,1.0935,0.20665,1.3507,,,,,,,,,,0.29807,4.1931,1,0.049634
,0.50162,21.5648,0.37596,0.27897,1.2937,1.5972,1.7513,1.4455,1.2937,1.1902,1.2213,1.0305,0.046121,1.3342,,,,,,,,,,0.073077,3.8176,1,0.012244
,0.22933,16.9802,0.16349,0.13733,1.4273,1.4182,1.6622,1.3978,1.4273,1.0629,1.1376,1.0257,0.022802,1.4027,,,,,,,,,,0.042429,3.2366,1,0.006933
,0.65358,21.961,0.48512,0.59843,1.3303,1.4112,1.8674,1.3771,1.3303,1.0659,1.1823,1.0315,0.098195,1.3473,,,,,,,,,,0.093497,6.4006,1,0.015589
,0.43386,8.3769,0.30426,0.27105,1.203,1.4072,1.8308,1.3644,1.203,1.0888,1.1525,1.026,0.044639,1.426,,,,,,,,,,0.16271,1.6659,1,0.02637
,0.50563,9.4523,0.35811,0.39672,1.1793,1.4788,1.6956,1.3389,1.1711,1.1793,1.1363,1.0305,0.064888,1.4119,,,,,,,,,,0.16805,2.3607,1,0.02737
,0.4156,11.3767,0.29411,0.28549,1.2762,1.4122,1.7338,1.42,1.2762,1.1863,1.1298,1.0162,0.046592,1.4131,,,,,,,,,,0.11477,2.4876,1,0.018684
,0.66297,13.3011,0.46711,0.62664,1.3191,1.4808,1.8117,1.6364,1.3191,1.2867,1.1525,1.0273,0.10251,1.4193,,,,,,,,,,0.15659,4.0019,1,0.025437
,0.71565,10.0183,0.51031,0.67873,1.3462,1.5484,1.764,1.9642,1.3462,1.1544,1.1726,1.0422,0.11103,1.4024,,,,,,,,,,0.22442,3.0244,1,0.036675
,0.37173,18.4518,0.26765,0.16255,1.1855,1.4142,1.7481,1.2641,1.1855,0.9794,1.122,1.0172,0.026615,1.3889,,,,,,,,,,0.06329,2.5683,1,0.010393
,0.42557,13.5275,0.29352,0.22572,1.2205,1.3923,1.7322,1.2768,1.2205,1.0033,1.1674,1.0299,0.036878,1.4499,,,,,,,,,,0.098834,2.2839,1,0.015885
,0.93294,13.3011,0.66672,0.80859,1.3334,1.6469,1.7831,2.2841,1.3334,1.2937,1.1856,1.0555,0.13204,1.3993,,,,,,,,,,0.22035,3.6695,1,0.03605
,0.86426,13.9237,0.62463,1.3536,1.3024,1.5723,1.6574,1.7096,1.2762,1.2191,1.3024,1.087,0.22019,1.3836,,,,,,,,,,0.195,6.9413,1,0.032083
,0.84989,14.3199,0.61405,1.3621,1.3414,1.5087,1.7545,2.327,1.3414,1.2171,1.2849,1.088,0.22153,1.3841,,,,,,,,,,0.18645,7.3055,1,0.030672
,0.62266,16.1312,0.41865,0.55384,1.2093,1.4748,1.756,1.6874,1.2093,1.059,1.1603,1.0299,0.08998,1.4873,,,,,,,,,,0.12127,4.5671,1,0.019243
,0.71575,13.3577,0.52121,0.72179,1.3653,1.5206,1.8292,1.7669,1.3653,1.1992,1.2168,1.0429,0.11612,1.3732,,,,,,,,,,0.16834,4.2878,1,0.0278
,0.3201,18.6216,0.22253,0.1716,1.1408,1.3953,1.7147,1.2673,1.1393,0.92073,1.1408,1.0253,0.027624,1.4385,,,,,,,,,,0.054004,3.1776,1,0.0087139
,0.40519,32.6585,0.27896,0.21375,1.1759,1.4092,1.7147,1.2689,1.1759,0.99233,1.1389,1.0234,0.034478,1.4525,,,,,,,,,,0.038977,5.4839,1,0.0062589
,0.58466,8.7165,0.43033,0.47653,1.3525,1.7782,1.6972,1.7558,1.3525,1.2768,1.1415,1.0175,0.077034,1.3586,,,,,,,,,,0.21072,2.2614,1,0.034987
,0.48758,12.2257,0.33676,0.29489,1.133,1.3873,1.6765,1.3246,1.133,0.97841,1.1226,1.0156,0.047499,1.4479,,,,,,,,,,0.12529,2.3537,1,0.020151
,0.57358,9.3957,0.38971,0.54035,1.2491,1.4838,1.7863,1.5712,1.2491,1.1515,1.1525,1.0273,0.087421,1.4718,,,,,,,,,,0.19179,2.8175,1,0.030594
,0.38707,14.2633,0.26604,0.23023,1.1552,1.4321,1.6892,1.4105,1.1552,1.0331,1.1083,1.0117,0.037095,1.455,,,,,,,,,,0.085255,2.7005,1,0.013679
,0.56615,11.0937,0.40971,0.4718,1.2523,1.4927,1.7004,1.7637,1.2523,1.0858,1.159,1.0305,0.075662,1.3818,,,,,,,,,,0.16033,2.9427,1,0.026395
,0.2716,23.8288,0.18173,0.14385,1.2364,1.4589,1.6431,1.3421,1.2364,1.0261,1.0967,1.0039,0.023202,1.4945,,,,,,,,,,0.035808,4.0174,1,0.0056686
,0.68705,8.0939,0.47396,0.62004,1.4957,1.8617,1.7529,1.7701,1.4957,1.2141,1.1823,1.0377,0.099546,1.4496,,,,,,,,,,0.26667,2.3251,1,0.042865
,0.8086,16.018,0.57411,0.74353,1.4671,1.6121,1.6765,1.8863,1.4671,1.2559,1.1862,1.0425,0.1196,1.4085,,,,,,,,,,0.15859,4.6883,1,0.025861
,0.90125,14.1501,0.6213,1.1852,1.5214,1.9313,1.7497,1.6953,1.3032,1.5214,1.2421,1.0828,0.19203,1.4506,,,,,,,,,,0.2001,5.923,1,0.032152
,0.70909,13.2445,0.49088,0.59113,1.3319,1.5057,1.9358,2.0199,1.3319,1.2479,1.1616,1.0328,0.095084,1.4445,,,,,,,,,,0.16819,3.5146,1,0.027083
,0.96276,16.2444,0.66328,1.0492,1.3923,1.5425,1.7163,2.2347,1.3923,1.2042,1.1986,1.0403,0.16962,1.4515,,,,,,,,,,0.18619,5.6351,1,0.029909
,1.0273,12.9615,0.74074,1.5446,1.4178,1.8458,1.7624,2.5498,1.4178,1.3991,1.246,1.0766,0.24994,1.3869,,,,,,,,,,0.249,6.2033,1,0.040919
,0.83095,10.4145,0.62445,1.1999,1.3543,1.995,1.807,1.8163,1.2475,1.3543,1.3206,1.111,0.19349,1.3307,,,,,,,,,,0.25066,4.7869,1,0.042053
,0.21906,8.8297,0.14547,0.21538,1.2125,1.4261,1.6669,1.3771,1.2125,0.98338,1.1752,1.038,0.034957,1.506,,,,,,,,,,0.077943,2.7633,1,0.012292
,0.83688,15.9048,0.57095,1.1481,1.4671,1.5494,1.7735,3.1163,1.4671,1.234,1.2758,1.0773,0.18674,1.4658,,,,,,,,,,0.1653,6.9451,1,0.026424
,0.62603,10.8673,0.42393,0.2956,1.4677,1.5027,1.7338,2.0438,1.2507,1.4677,1.1655,1.0331,0.047503,1.4767,,,,,,,,,,0.18098,1.6333,1,0.028822
,0.84701,15.1124,0.59909,0.83719,1.5021,2.1312,1.7624,1.9817,1.5021,1.3971,1.1862,1.0416,0.13342,1.4138,,,,,,,,,,0.17608,4.7547,1,0.028658
,0.66668,18.5084,0.45001,0.37285,1.2125,1.446,1.6956,1.8306,1.2125,1.049,1.1298,1.0253,0.059402,1.4815,,,,,,,,,,0.11316,3.2949,1,0.017993
,0.4017,7.6977,0.26495,0.33172,1.1791,1.4351,1.7163,1.4948,1.1791,0.98935,1.1356,1.0098,0.052437,1.5161,,,,,,,,,,0.16394,2.0233,1,0.025768
,0.40864,16.6972,0.27689,0.21736,1.1421,1.3933,1.7672,1.3659,1.1075,0.96548,1.1421,1.0292,0.034298,1.4758,,,,,,,,,,0.076885,2.827,1,0.012248
,0.50909,11.8295,0.34384,0.35288,1.1839,1.4132,1.694,1.5012,1.1839,1.0271,1.1187,1.0185,0.056192,1.4806,,,,,,,,,,0.1352,2.6101,1,0.021503
,0.4536,11.7163,0.30785,0.33021,1.1409,1.442,1.7004,1.3102,1.1409,1.0331,1.1356,1.0237,0.052798,1.4735,,,,,,,,,,0.12163,2.715,1,0.019391
,0.43095,14.3199,0.29623,0.19076,1.1202,1.3913,1.6765,1.3039,1.1202,0.92272,1.1103,1.0117,0.03046,1.4548,,,,,,,,,,0.094545,2.0176,1,0.01517
,0.49288,15.5086,0.33539,0.27035,1.1311,1.443,1.6892,1.4232,1.1282,0.97244,1.1311,1.024,0.043243,1.4696,,,,,,,,,,0.099843,2.7077,1,0.015939
,0.79486,10.3013,0.56124,0.92968,1.3653,1.5107,1.7497,2.7662,1.3653,1.237,1.2453,1.063,0.14786,1.4162,,,,,,,,,,0.24241,3.8352,1,0.039421
,0.42013,9.7353,0.2789,0.33156,1.3271,1.4788,1.7258,1.5219,1.3271,1.1902,1.1473,1.027,0.05298,1.5063,,,,,,,,,,0.13558,2.4456,1,0.021378
,0.66559,13.8671,0.4404,0.68024,1.3907,1.5146,1.7624,1.8576,1.3907,1.2549,1.1681,1.0357,0.10857,1.5113,,,,,,,,,,0.15079,4.5112,1,0.023738
,0.89181,15.0558,0.62083,1.0463,1.3096,1.7463,1.8388,1.7876,1.2984,1.3096,1.2648,1.0721,0.16562,1.4365,,,,,,,,,,0.18609,5.6229,1,0.030048
,0.68975,21.0554,0.45302,0.40137,1.2221,1.5206,1.6574,1.4614,1.2221,1.057,1.1661,1.0279,0.063988,1.5226,,,,,,,,,,0.10292,3.9,1,0.016141
,0.79724,9.5655,0.51071,0.83765,1.5133,1.5126,1.6844,2.9603,1.5133,1.3175,1.2343,1.0653,0.13375,1.561,,,,,,,,,,0.26184,3.1991,1,0.040558
,0.92071,15.5086,0.6619,1.5387,1.4671,1.9194,1.7338,2.4655,1.4671,1.2569,1.3531,1.1091,0.24457,1.391,,,,,,,,,,0.18651,8.25,1,0.030604
,0.8289,16.8104,0.55543,0.90434,1.5035,1.5504,1.7688,1.9038,1.3573,1.5035,1.2005,1.0494,0.1443,1.4924,,,,,,,,,,0.15491,5.8379,1,0.024541
